PATH;FC;FM;PC;START;END
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigEdgeNote.java;true;LOGGING;LOGGING;119;125
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/SelectionDataType.java;true;true;true;1;55
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/SelectionSignal.java;true;true;true;1;51
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigDataType.java;true;true;true;1;386
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigDataType.java;true;LOGGING;LOGGING;33;38
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigDataType.java;true;LOGGING;LOGGING;65;70
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigDataType.java;true;LOGGING;LOGGING;298;304
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/SelectionClass.java;true;true;true;1;184
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/SelectionClass.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;36;41
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/SelectionClass.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;109;119
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/InitClassDiagram.java;true;true;true;1;61
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigClass.java;true;true;true;1;291
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/PropPanelUMLClassDiagram.java;true;true;true;1;44
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/SelectionInterface.java;true;true;true;1;127
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigInterface.java;true;true;true;1;360
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigInterface.java;true;LOGGING;LOGGING;33;38
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigInterface.java;true;LOGGING;LOGGING;60;65
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigInterface.java;true;LOGGING;LOGGING;264;270
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/SelectionException.java;true;true;true;1;53
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/UMLClassDiagram.java;true;true;true;1;825
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/UMLClassDiagram.java;true;LOGGING;LOGGING;37;42
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/UMLClassDiagram.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;50;59
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/UMLClassDiagram.java;true;USECASEDIAGRAM;USECASEDIAGRAM;72;78
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/UMLClassDiagram.java;true;LOGGING;LOGGING;98;103
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/UMLClassDiagram.java;true;LOGGING;LOGGING;170;176
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/UMLClassDiagram.java;true;LOGGING;LOGGING;189;195
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/UMLClassDiagram.java;true;USECASEDIAGRAM;USECASEDIAGRAM;692;700
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/UMLClassDiagram.java;true;USECASEDIAGRAM;USECASEDIAGRAM;759;768
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/UMLClassDiagram.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;773;788
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/UMLClassDiagram.java;true;LOGGING;LOGGING;800;807
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/UMLClassDiagram.java;true;LOGGING;LOGGING;813;821
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigEnumeration.java;true;true;true;1;345
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigStereotypeDeclaration.java;true;true;true;1;295
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigException.java;true;true;true;1;83
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigClassifierBox.java;true;true;true;1;333
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/SelectionEnumeration.java;true;true;true;1;71
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigFeature.java;true;true;true;1;208
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigComment.java;true;true;true;1;829
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigComment.java;true;LOGGING;LOGGING;49;54
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigComment.java;true;LOGGING;LOGGING;89;97
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigComment.java;true;LOGGING;LOGGING;317;323
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigComment.java;true;LOGGING;LOGGING;359;369
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigComment.java;true;LOGGING;LOGGING;441;447
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/SelectionComment.java;true;true;true;1;108
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/StylePanelFigClass.java;true;true;true;1;133
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/ClassDiagramRenderer.java;true;true;true;1;298
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/ClassDiagramRenderer.java;true;LOGGING;LOGGING;33;38
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/ClassDiagramRenderer.java;true;LOGGING;LOGGING;105;114
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/ClassDiagramRenderer.java;true;LOGGING;LOGGING;140;150
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/ClassDiagramRenderer.java;true;LOGGING;LOGGING;173;180
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigClassifierBoxWithAttributes.java;true;true;true;1;395
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigClassifierBoxWithAttributes.java;true;LOGGING;LOGGING;37;42
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigClassifierBoxWithAttributes.java;true;LOGGING;LOGGING;66;72
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigClassifierBoxWithAttributes.java;true;LOGGING;LOGGING;383;389
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/SelectionGeneralizableElement.java;true;true;true;1;146
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/SelectionGeneralizableElement.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;36;41
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/SelectionGeneralizableElement.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;97;105
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigLink.java;true;true;true;1;178
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigOperation.java;true;true;true;1;143
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/FigModel.java;true;true;true;1;111
argouml-app/src/org/argouml/uml/diagram/static_structure/ui/StylePanelFigInterface.java;true;true;true;1;98
argouml-app/src/org/argouml/uml/diagram/use_case/UseCaseDiagramGraphModel.java;true;true;true;1;678
argouml-app/src/org/argouml/uml/diagram/use_case/UseCaseDiagramGraphModel.java;true;USECASEDIAGRAM;USECASEDIAGRAM;4;677
argouml-app/src/org/argouml/uml/diagram/use_case/UseCaseDiagramGraphModel.java;true;LOGGING;USECASEDIAGRAM && LOGGING;44;50
argouml-app/src/org/argouml/uml/diagram/use_case/UseCaseDiagramGraphModel.java;true;LOGGING;USECASEDIAGRAM && LOGGING;69;80
argouml-app/src/org/argouml/uml/diagram/use_case/UseCaseDiagramGraphModel.java;true;LOGGING;USECASEDIAGRAM && LOGGING;302;310
argouml-app/src/org/argouml/uml/diagram/use_case/UseCaseDiagramGraphModel.java;true;LOGGING;USECASEDIAGRAM && LOGGING;320;330
argouml-app/src/org/argouml/uml/diagram/use_case/UseCaseDiagramGraphModel.java;true;LOGGING;USECASEDIAGRAM && LOGGING;339;349
argouml-app/src/org/argouml/uml/diagram/use_case/UseCaseDiagramGraphModel.java;true;LOGGING;USECASEDIAGRAM && LOGGING;380;387
argouml-app/src/org/argouml/uml/diagram/use_case/UseCaseDiagramGraphModel.java;true;LOGGING;USECASEDIAGRAM && LOGGING;439;449
argouml-app/src/org/argouml/uml/diagram/use_case/UseCaseDiagramGraphModel.java;true;LOGGING;USECASEDIAGRAM && LOGGING;455;462
argouml-app/src/org/argouml/uml/diagram/use_case/UseCaseDiagramGraphModel.java;true;LOGGING;USECASEDIAGRAM && LOGGING;627;634
argouml-app/src/org/argouml/uml/diagram/use_case/UseCaseDiagramGraphModel.java;true;LOGGING;USECASEDIAGRAM && LOGGING;654;664
argouml-app/src/org/argouml/uml/diagram/use_case/ui/SelectionUseCase.java;true;true;true;1;135
argouml-app/src/org/argouml/uml/diagram/use_case/ui/SelectionUseCase.java;true;USECASEDIAGRAM;USECASEDIAGRAM;4;134
argouml-app/src/org/argouml/uml/diagram/use_case/ui/SelectionActor.java;true;true;true;1;140
argouml-app/src/org/argouml/uml/diagram/use_case/ui/SelectionActor.java;true;USECASEDIAGRAM;USECASEDIAGRAM;4;139
argouml-app/src/org/argouml/uml/diagram/use_case/ui/UMLUseCaseDiagram.java;true;true;true;1;550
argouml-app/src/org/argouml/uml/diagram/use_case/ui/UMLUseCaseDiagram.java;true;USECASEDIAGRAM;USECASEDIAGRAM;4;549
argouml-app/src/org/argouml/uml/diagram/use_case/ui/UMLUseCaseDiagram.java;true;LOGGING;USECASEDIAGRAM && LOGGING;43;49
argouml-app/src/org/argouml/uml/diagram/use_case/ui/UMLUseCaseDiagram.java;true;LOGGING;USECASEDIAGRAM && LOGGING;82;88
argouml-app/src/org/argouml/uml/diagram/use_case/ui/UMLUseCaseDiagram.java;true;LOGGING;USECASEDIAGRAM && LOGGING;224;231
argouml-app/src/org/argouml/uml/diagram/use_case/ui/UMLUseCaseDiagram.java;true;LOGGING;USECASEDIAGRAM && LOGGING;531;542
argouml-app/src/org/argouml/uml/diagram/use_case/ui/StylePanelFigUseCase.java;true;true;true;1;117
argouml-app/src/org/argouml/uml/diagram/use_case/ui/StylePanelFigUseCase.java;true;USECASEDIAGRAM;USECASEDIAGRAM;4;116
argouml-app/src/org/argouml/uml/diagram/use_case/ui/PropPanelUMLUseCaseDiagram.java;true;true;true;1;53
argouml-app/src/org/argouml/uml/diagram/use_case/ui/PropPanelUMLUseCaseDiagram.java;true;USECASEDIAGRAM;USECASEDIAGRAM;4;52
argouml-app/src/org/argouml/uml/diagram/use_case/ui/UseCaseDiagramPropPanelFactory.java;true;true;true;1;53
argouml-app/src/org/argouml/uml/diagram/use_case/ui/UseCaseDiagramPropPanelFactory.java;true;USECASEDIAGRAM;USECASEDIAGRAM;4;52
argouml-app/src/org/argouml/uml/diagram/use_case/ui/FigInclude.java;true;true;true;1;174
argouml-app/src/org/argouml/uml/diagram/use_case/ui/FigInclude.java;true;USECASEDIAGRAM;USECASEDIAGRAM;4;173
argouml-app/src/org/argouml/uml/diagram/use_case/ui/FigUseCase.java;true;true;true;1;1300
argouml-app/src/org/argouml/uml/diagram/use_case/ui/FigUseCase.java;true;USECASEDIAGRAM;USECASEDIAGRAM;4;1299
argouml-app/src/org/argouml/uml/diagram/use_case/ui/InitUseCaseDiagram.java;true;true;true;1;70
argouml-app/src/org/argouml/uml/diagram/use_case/ui/InitUseCaseDiagram.java;true;USECASEDIAGRAM;USECASEDIAGRAM;4;69
argouml-app/src/org/argouml/uml/diagram/use_case/ui/FigExtend.java;true;true;true;1;295
argouml-app/src/org/argouml/uml/diagram/use_case/ui/FigExtend.java;true;USECASEDIAGRAM;USECASEDIAGRAM;4;294
argouml-app/src/org/argouml/uml/diagram/use_case/ui/FigActor.java;true;true;true;1;415
argouml-app/src/org/argouml/uml/diagram/use_case/ui/FigActor.java;true;USECASEDIAGRAM;USECASEDIAGRAM;4;414
argouml-app/src/org/argouml/uml/diagram/use_case/ui/UseCaseDiagramRenderer.java;true;true;true;1;297
argouml-app/src/org/argouml/uml/diagram/use_case/ui/UseCaseDiagramRenderer.java;true;USECASEDIAGRAM;USECASEDIAGRAM;4;296
argouml-app/src/org/argouml/uml/diagram/use_case/ui/UseCaseDiagramRenderer.java;true;LOGGING;USECASEDIAGRAM && LOGGING;37;43
argouml-app/src/org/argouml/uml/diagram/use_case/ui/UseCaseDiagramRenderer.java;true;LOGGING;USECASEDIAGRAM && LOGGING;95;105
argouml-app/src/org/argouml/uml/diagram/use_case/ui/UseCaseDiagramRenderer.java;true;LOGGING;USECASEDIAGRAM && LOGGING;139;149
argouml-app/src/org/argouml/uml/diagram/use_case/ui/UseCaseDiagramRenderer.java;true;LOGGING;USECASEDIAGRAM && LOGGING;190;199
argouml-app/src/org/argouml/uml/diagram/DiagramFactoryInterface.java;true;true;true;1;51
argouml-app/src/org/argouml/uml/diagram/UMLMutableGraphSupport.java;true;true;true;1;663
argouml-app/src/org/argouml/uml/diagram/UMLMutableGraphSupport.java;true;LOGGING;LOGGING;37;42
argouml-app/src/org/argouml/uml/diagram/UMLMutableGraphSupport.java;true;LOGGING;LOGGING;68;77
argouml-app/src/org/argouml/uml/diagram/UMLMutableGraphSupport.java;true;LOGGING;LOGGING;274;284
argouml-app/src/org/argouml/uml/diagram/UMLMutableGraphSupport.java;true;LOGGING;LOGGING;293;303
argouml-app/src/org/argouml/uml/diagram/UMLMutableGraphSupport.java;true;LOGGING;LOGGING;367;374
argouml-app/src/org/argouml/uml/diagram/UMLMutableGraphSupport.java;true;LOGGING;LOGGING;407;414
argouml-app/src/org/argouml/uml/diagram/UMLMutableGraphSupport.java;true;LOGGING;LOGGING;519;526
argouml-app/src/org/argouml/uml/diagram/UMLMutableGraphSupport.java;true;LOGGING;LOGGING;540;546
argouml-app/src/org/argouml/uml/diagram/UmlDiagramRenderer.java;true;true;true;1;522
argouml-app/src/org/argouml/uml/diagram/UmlDiagramRenderer.java;true;ACTIVITYDIAGRAM;ACTIVITYDIAGRAM;35;44
argouml-app/src/org/argouml/uml/diagram/UmlDiagramRenderer.java;true;COLLABORATIONDIAGRAM;COLLABORATIONDIAGRAM;49;55
argouml-app/src/org/argouml/uml/diagram/UmlDiagramRenderer.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;60;69
argouml-app/src/org/argouml/uml/diagram/UmlDiagramRenderer.java;true;STATEDIAGRAM;STATEDIAGRAM;74;93
argouml-app/src/org/argouml/uml/diagram/UmlDiagramRenderer.java;true;USECASEDIAGRAM;USECASEDIAGRAM;121;129
argouml-app/src/org/argouml/uml/diagram/UmlDiagramRenderer.java;true;STATEDIAGRAM;STATEDIAGRAM;172;179
argouml-app/src/org/argouml/uml/diagram/UmlDiagramRenderer.java;true;USECASEDIAGRAM;USECASEDIAGRAM;205;214
argouml-app/src/org/argouml/uml/diagram/UmlDiagramRenderer.java;true;ACTIVITYDIAGRAM;ACTIVITYDIAGRAM;219;232
argouml-app/src/org/argouml/uml/diagram/UmlDiagramRenderer.java;true;COLLABORATIONDIAGRAM;COLLABORATIONDIAGRAM;237;244
argouml-app/src/org/argouml/uml/diagram/UmlDiagramRenderer.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;252;267
argouml-app/src/org/argouml/uml/diagram/UmlDiagramRenderer.java;true;ACTIVITYDIAGRAM;ACTIVITYDIAGRAM;275;282
argouml-app/src/org/argouml/uml/diagram/UmlDiagramRenderer.java;true;STATEDIAGRAM;STATEDIAGRAM;287;326
argouml-app/src/org/argouml/uml/diagram/UmlDiagramRenderer.java;true;COLLABORATIONDIAGRAM;COLLABORATIONDIAGRAM;401;407
argouml-app/src/org/argouml/uml/diagram/UmlDiagramRenderer.java;true;STATEDIAGRAM;STATEDIAGRAM;412;418
argouml-app/src/org/argouml/uml/diagram/UmlDiagramRenderer.java;true;USECASEDIAGRAM;USECASEDIAGRAM;423;431
argouml-app/src/org/argouml/uml/diagram/PathContainer.java;true;true;true;1;47
argouml-app/src/org/argouml/uml/diagram/deployment/DeploymentDiagramGraphModel.java;true;true;true;1;537
argouml-app/src/org/argouml/uml/diagram/deployment/DeploymentDiagramGraphModel.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;4;536
argouml-app/src/org/argouml/uml/diagram/deployment/DeploymentDiagramGraphModel.java;true;LOGGING;DEPLOYMENTDIAGRAM && LOGGING;43;49
argouml-app/src/org/argouml/uml/diagram/deployment/DeploymentDiagramGraphModel.java;true;LOGGING;DEPLOYMENTDIAGRAM && LOGGING;69;79
argouml-app/src/org/argouml/uml/diagram/deployment/DeploymentDiagramGraphModel.java;true;LOGGING;DEPLOYMENTDIAGRAM && LOGGING;275;283
argouml-app/src/org/argouml/uml/diagram/deployment/DeploymentDiagramGraphModel.java;true;LOGGING;DEPLOYMENTDIAGRAM && LOGGING;293;303
argouml-app/src/org/argouml/uml/diagram/deployment/DeploymentDiagramGraphModel.java;true;LOGGING;DEPLOYMENTDIAGRAM && LOGGING;312;322
argouml-app/src/org/argouml/uml/diagram/deployment/DeploymentDiagramGraphModel.java;true;LOGGING;DEPLOYMENTDIAGRAM && LOGGING;339;346
argouml-app/src/org/argouml/uml/diagram/deployment/DeploymentDiagramGraphModel.java;true;LOGGING;DEPLOYMENTDIAGRAM && LOGGING;369;376
argouml-app/src/org/argouml/uml/diagram/deployment/DeploymentDiagramGraphModel.java;true;LOGGING;DEPLOYMENTDIAGRAM && LOGGING;471;478
argouml-app/src/org/argouml/uml/diagram/deployment/DeploymentDiagramGraphModel.java;true;LOGGING;DEPLOYMENTDIAGRAM && LOGGING;514;523
argouml-app/src/org/argouml/uml/diagram/deployment/ui/PropPanelUMLDeploymentDiagram.java;true;true;true;1;56
argouml-app/src/org/argouml/uml/diagram/deployment/ui/PropPanelUMLDeploymentDiagram.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;4;55
argouml-app/src/org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer.java;true;true;true;1;224
argouml-app/src/org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;4;223
argouml-app/src/org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer.java;true;LOGGING;DEPLOYMENTDIAGRAM && LOGGING;39;45
argouml-app/src/org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer.java;true;LOGGING;DEPLOYMENTDIAGRAM && LOGGING;77;87
argouml-app/src/org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer.java;true;LOGGING;DEPLOYMENTDIAGRAM && LOGGING;112;119
argouml-app/src/org/argouml/uml/diagram/deployment/ui/SelectionObject.java;true;true;true;1;118
argouml-app/src/org/argouml/uml/diagram/deployment/ui/SelectionObject.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;4;117
argouml-app/src/org/argouml/uml/diagram/deployment/ui/SelectionComponent.java;true;true;true;1;124
argouml-app/src/org/argouml/uml/diagram/deployment/ui/SelectionComponent.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;4;123
argouml-app/src/org/argouml/uml/diagram/deployment/ui/CubePortFigRect.java;true;true;true;1;101
argouml-app/src/org/argouml/uml/diagram/deployment/ui/CubePortFigRect.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;4;100
argouml-app/src/org/argouml/uml/diagram/deployment/ui/UMLDeploymentDiagram.java;true;true;true;1;714
argouml-app/src/org/argouml/uml/diagram/deployment/ui/UMLDeploymentDiagram.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;4;713
argouml-app/src/org/argouml/uml/diagram/deployment/ui/UMLDeploymentDiagram.java;true;LOGGING;DEPLOYMENTDIAGRAM && LOGGING;44;50
argouml-app/src/org/argouml/uml/diagram/deployment/ui/UMLDeploymentDiagram.java;true;USECASEDIAGRAM;DEPLOYMENTDIAGRAM && USECASEDIAGRAM;69;75
argouml-app/src/org/argouml/uml/diagram/deployment/ui/UMLDeploymentDiagram.java;true;LOGGING;DEPLOYMENTDIAGRAM && LOGGING;96;106
argouml-app/src/org/argouml/uml/diagram/deployment/ui/UMLDeploymentDiagram.java;true;LOGGING;DEPLOYMENTDIAGRAM && LOGGING;177;185
argouml-app/src/org/argouml/uml/diagram/deployment/ui/UMLDeploymentDiagram.java;true;LOGGING;DEPLOYMENTDIAGRAM && LOGGING;556;563
argouml-app/src/org/argouml/uml/diagram/deployment/ui/UMLDeploymentDiagram.java;true;USECASEDIAGRAM;DEPLOYMENTDIAGRAM && USECASEDIAGRAM;617;624
argouml-app/src/org/argouml/uml/diagram/deployment/ui/UMLDeploymentDiagram.java;true;USECASEDIAGRAM;DEPLOYMENTDIAGRAM && USECASEDIAGRAM;661;668
argouml-app/src/org/argouml/uml/diagram/deployment/ui/UMLDeploymentDiagram.java;true;LOGGING;DEPLOYMENTDIAGRAM && LOGGING;683;691
argouml-app/src/org/argouml/uml/diagram/deployment/ui/UMLDeploymentDiagram.java;true;LOGGING;DEPLOYMENTDIAGRAM && LOGGING;697;706
argouml-app/src/org/argouml/uml/diagram/deployment/ui/FigNodeInstance.java;true;true;true;1;176
argouml-app/src/org/argouml/uml/diagram/deployment/ui/FigNodeInstance.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;4;175
argouml-app/src/org/argouml/uml/diagram/deployment/ui/AbstractFigComponent.java;true;true;true;1;257
argouml-app/src/org/argouml/uml/diagram/deployment/ui/AbstractFigComponent.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;4;256
argouml-app/src/org/argouml/uml/diagram/deployment/ui/FigMNode.java;true;true;true;1;110
argouml-app/src/org/argouml/uml/diagram/deployment/ui/FigMNode.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;4;109
argouml-app/src/org/argouml/uml/diagram/deployment/ui/SelectionComponentInstance.java;true;true;true;1;119
argouml-app/src/org/argouml/uml/diagram/deployment/ui/SelectionComponentInstance.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;4;118
argouml-app/src/org/argouml/uml/diagram/deployment/ui/FigComponent.java;true;true;true;1;163
argouml-app/src/org/argouml/uml/diagram/deployment/ui/FigComponent.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;4;162
argouml-app/src/org/argouml/uml/diagram/deployment/ui/FigComponentInstance.java;true;true;true;1;221
argouml-app/src/org/argouml/uml/diagram/deployment/ui/FigComponentInstance.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;4;220
argouml-app/src/org/argouml/uml/diagram/deployment/ui/SelectionNodeInstance.java;true;true;true;1;115
argouml-app/src/org/argouml/uml/diagram/deployment/ui/SelectionNodeInstance.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;4;114
argouml-app/src/org/argouml/uml/diagram/deployment/ui/FigObject.java;true;true;true;1;287
argouml-app/src/org/argouml/uml/diagram/deployment/ui/FigObject.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;4;286
argouml-app/src/org/argouml/uml/diagram/deployment/ui/DeploymentDiagramPropPanelFactory.java;true;true;true;1;55
argouml-app/src/org/argouml/uml/diagram/deployment/ui/DeploymentDiagramPropPanelFactory.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;4;54
argouml-app/src/org/argouml/uml/diagram/deployment/ui/SelectionNode.java;true;true;true;1;112
argouml-app/src/org/argouml/uml/diagram/deployment/ui/SelectionNode.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;4;111
argouml-app/src/org/argouml/uml/diagram/deployment/ui/InitDeploymentDiagram.java;true;true;true;1;72
argouml-app/src/org/argouml/uml/diagram/deployment/ui/InitDeploymentDiagram.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;4;71
argouml-app/src/org/argouml/uml/diagram/deployment/ui/AbstractFigNode.java;true;true;true;1;335
argouml-app/src/org/argouml/uml/diagram/deployment/ui/AbstractFigNode.java;true;DEPLOYMENTDIAGRAM;DEPLOYMENTDIAGRAM;4;334
argouml-app/src/org/argouml/uml/diagram/ExtensionsCompartmentContainer.java;true;true;true;1;47
argouml-app/src/org/argouml/uml/diagram/state/PredIsFinalState.java;true;true;true;1;67
argouml-app/src/org/argouml/uml/diagram/state/PredIsFinalState.java;true;STATEDIAGRAM;STATEDIAGRAM;4;66
argouml-app/src/org/argouml/uml/diagram/state/StateDiagramGraphModel.java;true;true;true;1;667
argouml-app/src/org/argouml/uml/diagram/state/StateDiagramGraphModel.java;true;STATEDIAGRAM || ACTIVITYDIAGRAM;STATEDIAGRAM || ACTIVITYDIAGRAM;4;666
argouml-app/src/org/argouml/uml/diagram/state/StateDiagramGraphModel.java;true;LOGGING;(STATEDIAGRAM || ACTIVITYDIAGRAM) && LOGGING;45;52
argouml-app/src/org/argouml/uml/diagram/state/StateDiagramGraphModel.java;true;LOGGING;(STATEDIAGRAM || ACTIVITYDIAGRAM) && LOGGING;70;81
argouml-app/src/org/argouml/uml/diagram/state/StateDiagramGraphModel.java;true;LOGGING;(STATEDIAGRAM || ACTIVITYDIAGRAM) && LOGGING;148;156
argouml-app/src/org/argouml/uml/diagram/state/StateDiagramGraphModel.java;true;LOGGING;(STATEDIAGRAM || ACTIVITYDIAGRAM) && LOGGING;171;179
argouml-app/src/org/argouml/uml/diagram/state/StateDiagramGraphModel.java;true;LOGGING;(STATEDIAGRAM || ACTIVITYDIAGRAM) && LOGGING;257;266
argouml-app/src/org/argouml/uml/diagram/state/StateDiagramGraphModel.java;true;LOGGING;(STATEDIAGRAM || ACTIVITYDIAGRAM) && LOGGING;276;287
argouml-app/src/org/argouml/uml/diagram/state/StateDiagramGraphModel.java;true;LOGGING;(STATEDIAGRAM || ACTIVITYDIAGRAM) && LOGGING;296;307
argouml-app/src/org/argouml/uml/diagram/state/StateDiagramGraphModel.java;true;LOGGING;(STATEDIAGRAM || ACTIVITYDIAGRAM) && LOGGING;322;330
argouml-app/src/org/argouml/uml/diagram/state/StateDiagramGraphModel.java;true;LOGGING;(STATEDIAGRAM || ACTIVITYDIAGRAM) && LOGGING;356;364
argouml-app/src/org/argouml/uml/diagram/state/StateDiagramGraphModel.java;true;LOGGING;(STATEDIAGRAM || ACTIVITYDIAGRAM) && LOGGING;402;410
argouml-app/src/org/argouml/uml/diagram/state/StateDiagramGraphModel.java;true;LOGGING;(STATEDIAGRAM || ACTIVITYDIAGRAM) && LOGGING;418;426
argouml-app/src/org/argouml/uml/diagram/state/StateDiagramGraphModel.java;true;LOGGING;(STATEDIAGRAM || ACTIVITYDIAGRAM) && LOGGING;485;493
argouml-app/src/org/argouml/uml/diagram/state/StateDiagramGraphModel.java;true;LOGGING;(STATEDIAGRAM || ACTIVITYDIAGRAM) && LOGGING;501;511
argouml-app/src/org/argouml/uml/diagram/state/StateDiagramGraphModel.java;true;LOGGING;(STATEDIAGRAM || ACTIVITYDIAGRAM) && LOGGING;534;542
argouml-app/src/org/argouml/uml/diagram/state/StateDiagramGraphModel.java;true;LOGGING;(STATEDIAGRAM || ACTIVITYDIAGRAM) && LOGGING;557;566
argouml-app/src/org/argouml/uml/diagram/state/PredIsStartState.java;true;true;true;1;69
argouml-app/src/org/argouml/uml/diagram/state/PredIsStartState.java;true;STATEDIAGRAM;STATEDIAGRAM;4;68
argouml-app/src/org/argouml/uml/diagram/state/ui/InitStateDiagram.java;true;true;true;1;71
argouml-app/src/org/argouml/uml/diagram/state/ui/InitStateDiagram.java;true;STATEDIAGRAM;STATEDIAGRAM;4;70
argouml-app/src/org/argouml/uml/diagram/state/ui/SelectionState.java;true;true;true;1;139
